TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON_ID,SEASON_TYPE,POSS,OFF_RATING_CUSTOM,PIE_CON,OPP_PTS,DEF_RATING_CUSTOM,STOCKS_PER_100,NET_RATING,AST_PER_100,REB_PER_100,TOV_PER_100,BLK_PER_100,PIE_CON_A
1610612755,Philadelphia 76ers,5,1,4,0.2,245.0,174,398,0.437,33,97,0.34,73,102,0.716,48,126,174,99,64.0,43,20,32,109,1,454,-40.0,12,12,1,12,12,13,13,10,12,13,8,15,15,14,15,13,14,13,4,11,13,4,2,5,13,13,2004-05,Playoffs,440.5248,103.0588970246397,0.0663307141252349,494.0,112.1389760576476,14.301124476987448,-9.080079033007902,22.47319560669456,39.498343793584375,14.528126452812645,4.540039516503951,1.3786676752545741
1610612756,Phoenix Suns,15,9,6,0.6,725.0,627,1272,0.493,129,296,0.436,297,387,0.767,181,466,647,307,193.0,91,94,73,301,0,1680,63.0,3,4,11,3,4,3,3,1,2,3,1,4,4,6,4,4,3,3,12,5,3,12,13,8,3,4,2004-05,Playoffs,1396.1088,120.33446103913964,0.0542275042964566,1617.0,115.82191875017192,13.25111624538145,4.512542288967737,21.989690201795163,46.343093031144846,13.82413748842497,6.732999605761385,1.30218207496095
1610612758,Sacramento Kings,5,1,4,0.2,240.0,192,431,0.445,29,104,0.279,98,123,0.797,65,115,180,101,56.0,31,20,24,129,3,511,-22.0,12,12,1,12,14,12,12,8,14,11,15,13,14,2,12,15,13,12,3,14,13,2,4,2,12,10,2004-05,Playoffs,457.0752,111.79779607381892,0.0311023481526083,533.0,116.61100842924752,11.157901369402673,-4.813212355428603,22.097020359013133,39.38082836259766,12.251813268363717,4.375647595844185,1.1654908798125723
1610612759,San Antonio Spurs,23,16,7,0.696,1114.0,798,1759,0.454,164,422,0.389,469,645,0.727,284,684,968,423,334.0,128,133,135,504,1,2229,100.0,2,1,13,2,2,2,2,6,1,1,4,1,1,12,2,2,2,2,16,2,2,15,15,5,2,2,2004-05,Playoffs,2009.088,110.9458620030581,0.050898889670571,2129.0,105.96847923037716,12.990969036697248,4.977382772680937,21.054329128440365,48.18106523955148,16.624458460754333,6.6199190876656475,1.281753954214701
1610612760,Seattle SuperSonics,11,6,5,0.545,528.0,390,852,0.458,53,173,0.306,251,314,0.799,139,304,443,178,152.0,72,50,56,287,4,1084,-19.0,7,5,10,5,7,6,7,5,9,8,12,7,8,1,6,7,7,7,10,8,8,11,11,1,7,7,2004-05,Playoffs,963.0336,112.56097398886185,0.0637421415239604,1103.0,114.53390618977366,12.668301500591465,-1.9729322009117856,18.48325956643673,46.00047184231163,15.783457607294284,5.191926844504699,1.3620147901142592
1610612764,Washington Wizards,10,4,6,0.4,480.0,351,826,0.425,56,188,0.298,246,338,0.728,129,299,428,172,137.0,82,58,54,254,0,1004,-25.0,8,8,11,10,8,8,8,12,7,7,13,8,7,11,7,8,8,8,9,6,7,10,9,8,8,11,2004-05,Playoffs,943.4112,106.42231086508195,0.04697549328849,1029.0,109.07226880494952,14.83976446325844,-2.6499579398675785,18.231710626288937,45.367279930532945,14.52176951047433,6.147902420492782,1.2580056192316031
1610612741,Chicago Bulls,6,2,4,0.333,288.0,204,458,0.445,47,119,0.395,135,182,0.742,53,183,236,110,95.0,34,23,32,155,157,590,-18.0,10,10,1,10,12,12,12,11,10,10,2,11,10,12,13,10,10,10,6,13,11,7,6,10,11,9,2005-06,Playoffs,556.8768,105.94803015675996,0.0948590661151712,608.0,109.1803429412035,10.23565715073783,-3.232312784443525,19.753022571599317,42.379212062704,17.05942858456305,4.130177446788949,1.5732259259659749
1610612739,Cleveland Cavaliers,13,7,6,0.538,634.0,437,999,0.437,55,172,0.32,246,322,0.764,162,387,549,210,188.0,85,55,70,320,273,1175,-41.0,5,5,10,5,6,7,5,14,7,7,12,7,6,7,4,6,5,8,12,5,7,13,12,6,7,12,2005-06,Playoffs,1120.0128,104.9095153198249,0.1358913057178308,1216.0,108.57018776928264,12.499857144489775,-3.6606724494577207,18.749785716734664,49.01729694517777,16.785522451171985,4.910658163906699,1.8909666827598193
1610612742,Dallas Mavericks,23,14,9,0.609,1124.0,831,1842,0.451,110,347,0.317,522,645,0.809,280,701,981,351,295.0,152,99,110,587,562,2294,94.0,1,2,15,2,1,1,1,8,4,3,13,1,2,3,1,2,1,3,15,2,2,16,16,2,1,1,2005-06,Playoffs,2055.168,111.62104509217735,0.0969900867257934,2200.0,107.04720976581964,12.213113477827603,4.573835326357748,17.078895739910312,47.73332399103139,14.354057673143995,4.8171244394618835,1.5885961833600524
1610612743,Denver Nuggets,5,1,4,0.2,240.0,163,429,0.38,15,68,0.221,96,132,0.727,70,139,209,99,59.0,34,21,29,116,135,437,-38.0,14,14,1,14,14,15,13,16,15,14,16,14,14,13,11,14,14,14,1,13,13,6,2,14,15,11,2005-06,Playoffs,457.0368,95.61593289643196,0.048106809824755,475.0,103.9303618439478,12.03404189772027,-8.314428947515824,21.661275415896487,45.72935921133703,12.9092449448272,4.594815997311376,1.2648170565417318
1610612765,Detroit Pistons,18,10,8,0.556,864.0,578,1338,0.432,124,333,0.372,370,511,0.724,204,494,698,336,214.0,116,74,77,367,428,1650,57.0,4,3,14,4,4,4,4,15,3,4,6,3,3,15,3,4,4,4,13,3,4,14,13,4,4,3,2005-06,Playoffs,1509.9263999999998,109.2768495206124,0.0805933958494457,1593.0,105.5018310826276,12.58339479328264,3.775018437984792,22.252740266015618,46.22741876690149,14.172876240855183,4.900901130015344,1.4733690574289053
1610612754,Indiana Pacers,6,2,4,0.333,288.0,187,422,0.443,40,117,0.342,122,163,0.748,50,174,224,107,95.0,36,27,19,149,151,536,-22.0,10,10,1,10,12,14,14,13,11,11,7,13,13,10,15,11,13,11,6,12,10,2,5,11,13,10,2005-06,Playoffs,517.1712,103.64072864072864,0.0819069985425934,558.0,107.89463914463914,12.181652806652806,-4.253910503910504,20.689473814473814,43.31254331254331,18.369158994158994,5.220708345708346,1.482346221315642
1610612746,Los Angeles Clippers,12,7,5,0.583,586.0,476,969,0.491,54,143,0.378,262,321,0.816,132,415,547,249,186.0,60,71,50,287,269,1268,45.0,7,5,9,3,7,5,6,2,8,9,5,6,7,2,6,5,6,5,11,8,6,10,9,7,6,4,2005-06,Playoffs,1117.6704,113.45026225978609,0.0858162236551122,1223.0,109.42403055498292,11.720807851760233,4.026231704803133,22.278482099910672,48.941083167273646,16.641757713186283,6.352498912022722,1.509321059421662
1610612747,Los Angeles Lakers,7,3,4,0.429,346.0,264,582,0.454,50,150,0.333,126,165,0.764,77,221,298,120,105.0,45,22,24,160,150,704,-47.0,9,9,1,9,9,9,9,6,9,8,8,12,12,8,9,9,9,9,8,9,12,4,8,12,9,13,2005-06,Playoffs,655.296,107.43236644203536,0.0603329147817392,751.0,114.60469772438712,10.22438714718234,-7.1723312823517915,18.312335188983297,45.47563238597519,16.023293290360385,3.357261451313605,1.3403283842524474
1610612763,Memphis Grizzlies,4,0,4,0.0,197.0,120,266,0.451,15,48,0.313,82,113,0.726,33,104,137,56,64.0,19,15,18,110,112,337,-56.0,16,16,1,16,16,16,16,9,15,16,14,16,15,14,16,16,16,16,2,16,14,1,1,15,16,15,2005-06,Playoffs,332.8512,101.2464428549454,0.0582289108657036,393.0,118.07077757268112,10.214774650053837,-16.824334717735734,16.824334717735734,41.15953314874635,19.227811105983694,4.5065182279649285,1.3270830783744636
1610612748,Miami Heat,23,16,7,0.696,1109.0,801,1666,0.481,146,439,0.333,466,711,0.655,219,748,967,402,357.0,161,105,67,553,591,2214,87.0,1,1,13,1,2,2,2,4,2,2,9,2,1,16,2,1,2,2,16,1,1,12,15,1,2,2,2005-06,Playoffs,2032.1664,108.94777120613746,0.1170684656131857,2127.0,104.66662572513748,13.089479286735576,4.281145480999981,19.78184463634474,47.58468597847105,17.56745904272406,5.166899718448253,1.7393979750490292
1610612749,Milwaukee Bucks,5,1,4,0.2,240.0,189,401,0.471,26,62,0.419,84,107,0.785,53,132,185,105,66.0,30,12,22,134,100,488,-48.0,14,14,1,14,14,13,15,5,14,15,1,15,16,5,13,15,15,12,3,15,16,3,3,16,14,14,2005-06,Playoffs,442.6368000000001,110.24840230184203,0.0769421194378589,536.0,121.09250744628552,9.488592001388044,-10.844105144443478,23.72148000347011,41.79498857754257,14.910644573609783,2.7110262861108696,1.4486444710854458
1610612751,New Jersey Nets,11,5,6,0.455,528.0,377,834,0.452,59,192,0.307,223,293,0.761,110,315,425,243,140.0,76,28,41,293,264,1036,-10.0,8,8,10,8,8,8,8,7,6,6,15,8,8,9,7,8,8,6,9,7,9,9,10,8,8,8,2005-06,Playoffs,953.2032,108.68616471283352,0.1104572663626422,1046.0,109.7352589668184,10.910580241442748,-1.0490942539848795,25.492990371832576,44.586505794357386,14.687319555788314,2.937463911157663,1.6885318285655526
1610612756,Phoenix Suns,20,10,10,0.5,980.0,801,1661,0.482,184,470,0.391,358,431,0.831,153,580,733,468,231.0,113,87,85,438,433,2144,24.0,3,3,16,7,3,2,3,3,1,1,4,4,4,1,5,3,3,1,14,4,3,15,14,3,3,6,2005-06,Playoffs,1851.4944,115.79835186106963,0.117344352099694,2120.0,114.50210165366958,10.802085061666942,1.296250207400033,25.27687904430065,39.589641751009346,12.476408246225319,4.69890700182512,1.7415469636874268
1610612758,Sacramento Kings,6,2,4,0.333,293.0,208,469,0.443,31,94,0.33,137,173,0.792,74,156,230,92,78.0,45,15,34,156,137,584,-57.0,10,10,1,10,11,11,11,12,13,13,10,10,11,4,10,13,12,15,5,9,14,8,7,13,12,16,2005-06,Playoffs,527.1552,110.78331390831391,0.0641926551070834,641.0,121.59606886169384,11.38184731934732,-10.812754953379953,17.45216588966589,43.63041472416472,14.796401515151514,2.8454618298368297,1.3649014207442296
1610612759,San Antonio Spurs,13,7,6,0.538,639.0,474,963,0.492,78,199,0.392,314,404,0.777,106,377,483,227,173.0,85,72,55,308,346,1340,29.0,5,5,10,5,5,6,7,1,5,5,3,5,5,6,8,7,7,7,10,5,5,11,11,5,5,5,2005-06,Playoffs,1159.4496,115.57207833785964,0.0600058077997202,1311.0,113.07089156786115,13.540907685853703,2.5011867699984545,19.578255061712042,41.65769689342254,14.920872800335609,6.209843015168577,1.3382622390684142
1610612764,Washington Wizards,6,2,4,0.333,298.0,212,472,0.449,37,115,0.322,149,200,0.745,69,166,235,105,77.0,41,33,26,136,161,610,1.0,10,10,1,10,10,10,10,10,12,12,11,9,9,11,12,12,11,12,4,11,8,5,4,9,10,7,2005-06,Playoffs,545.28,111.86913145539908,0.1078735885706557,609.0,111.68573943661973,13.571009389671362,0.18339201877934272,19.256161971830988,43.09712441314554,14.12118544600939,6.05193661971831,1.6689796645501178
1610612741,Chicago Bulls,10,6,4,0.6,480.0,325,756,0.43,59,166,0.355,215,295,0.729,116,303,419,206,153.0,70,42,44,221,255,924,11.0,8,5,1,3,8,8,8,11,8,8,6,6,6,12,6,7,8,7,10,7,7,9,10,7,8,8,2006-07,Playoffs,885.8879999999999,104.30212397052448,0.145155611380172,913.0,103.06043201849444,12.64268169339691,1.2416919520300536,23.25350382892646,47.29717526369022,17.270806241872563,4.741005635023841,1.9693482777474574
1610612739,Cleveland Cavaliers,20,12,8,0.6,970.0,642,1526,0.421,108,331,0.326,384,521,0.737,238,628,866,350,260.0,144,69,76,414,419,1776,43.0,1,2,15,3,1,2,2,14,3,3,10,1,1,10,1,1,1,3,14,1,4,14,15,1,2,4,2006-07,Playoffs,1706.1504,104.09398843150052,0.0757387547716423,1733.0,101.5736947926748,12.48424523418334,2.520293638825745,20.51401799044211,50.757541656351044,15.238984792899851,4.04419211811573,1.4405690317750246
1610612742,Dallas Mavericks,6,2,4,0.333,288.0,205,485,0.423,42,133,0.316,139,180,0.772,84,182,266,107,98.0,50,30,26,143,149,591,-40.0,10,10,1,10,10,10,10,13,10,10,15,10,10,5,9,11,10,10,7,9,9,6,8,10,10,14,2006-07,Playoffs,555.072,106.4726738152888,0.1394259877519469,631.0,113.67894615473308,14.412544678888503,-7.206272339444252,19.276778508013376,47.92171105730428,17.65536723163842,5.404704254583189,1.9205720423913266
1610612743,Denver Nuggets,5,1,4,0.2,240.0,168,397,0.423,23,72,0.319,82,105,0.781,65,152,217,88,76.0,28,21,26,90,89,441,-30.0,12,12,1,12,12,13,13,12,14,14,14,12,15,3,12,12,12,12,4,13,12,6,2,15,13,10,2006-07,Playoffs,436.032,101.13936591809774,0.0483699861024949,471.0,108.019594892118,11.237707324233083,-6.880228974020255,20.18200499045942,49.76698957874652,17.429913400851316,4.816160281814179,1.2664058118524208
1610612765,Detroit Pistons,16,10,6,0.625,778.0,523,1216,0.43,93,266,0.35,323,421,0.767,189,460,649,322,213.0,113,75,59,382,357,1462,47.0,4,3,12,2,4,4,4,10,4,4,7,4,4,7,4,4,4,4,13,4,3,13,13,4,4,3,2006-07,Playoffs,1368.2304,106.85334867577858,1.036353996499558,1415.0,103.41825470330144,13.740375889908602,3.4350939724771505,23.53404806675835,47.43353166250363,15.567553534843256,5.481532934803964,35.01598813165724
1610612744,Golden State Warriors,11,5,6,0.455,533.0,402,893,0.45,122,341,0.358,247,336,0.735,126,295,421,189,164.0,113,60,54,293,276,1173,19.0,6,8,12,8,6,6,6,5,2,2,5,5,5,11,5,8,7,8,11,4,5,11,12,5,5,6,2006-07,Playoffs,1035.6863999999998,113.25822179377852,0.0693927666302912,1154.0,111.42368964196116,16.703898013916184,1.8345321518173845,18.24876719439398,40.649370311322045,15.834909099897423,5.79325942679174,1.3985764498764843
1610612745,Houston Rockets,7,3,4,0.429,336.0,208,507,0.41,50,156,0.321,145,184,0.788,69,222,291,127,104.0,49,29,34,135,160,611,-22.0,9,9,1,9,9,9,9,16,9,9,13,9,9,2,11,9,9,9,8,10,10,8,7,9,9,9,2006-07,Playoffs,598.0416,102.16680578742348,0.1624827030421355,633.0,105.84547964556312,13.042570951585978,-3.678673858139634,21.235980908351525,48.658822396301524,17.390094602114637,4.849160994820427,2.1229144737053094
1610612747,Los Angeles Lakers,5,1,4,0.2,240.0,190,430,0.442,32,99,0.323,78,108,0.722,71,146,217,72,76.0,29,20,20,115,93,490,-52.0,12,12,1,12,12,12,12,9,11,11,12,13,14,14,10,13,12,14,4,12,14,4,5,13,12,16,2006-07,Playoffs,463.21919999999994,105.78145292768522,0.0498205111709357,542.0,117.0072397689906,10.578145292768522,-11.22578684130537,15.54339716488436,46.846072010832025,16.406919229600156,4.317610323578989,1.2751910864118357
1610612748,Miami Heat,4,0,4,0.0,192.0,133,299,0.445,22,68,0.324,67,109,0.615,32,113,145,71,59.0,25,21,17,101,94,355,-44.0,14,14,1,14,14,16,15,6,15,15,11,14,13,15,16,15,16,16,2,14,12,2,4,12,15,15,2006-07,Playoffs,359.00159999999994,98.88535315720044,0.0497432041955116,399.0,111.1415659428816,12.813313366848506,-12.25621278568118,19.777070631440086,40.389792134631165,16.434467144436127,5.849556102256927,1.2747216411718936
1610612751,New Jersey Nets,12,6,6,0.5,576.0,391,880,0.444,92,250,0.368,208,280,0.743,103,375,478,276,193.0,76,35,48,254,257,1082,22.0,5,5,12,7,5,7,7,7,5,5,3,8,7,9,7,5,5,5,12,6,8,10,11,6,7,5,2006-07,Playoffs,1049.472,103.09946334918894,0.0772292624227305,1060.0,101.00317111842908,10.576747164288328,2.0962922307598486,26.298938894987195,45.54671301378217,18.39020002439322,3.335010367117941,1.450576747512447
1610612753,Orlando Magic,4,0,4,0.0,192.0,138,289,0.478,10,29,0.345,66,114,0.579,45,116,161,72,59.0,17,14,17,97,92,352,-36.0,14,14,1,14,14,14,16,1,16,16,8,16,12,16,13,14,14,14,2,16,15,2,3,14,16,13,2006-07,Playoffs,339.03360000000004,103.82451768792237,0.0510842441463118,388.0,114.4429342696417,9.143636500924982,-10.618416581719332,21.236833163438664,47.48791860157813,17.402404953373352,4.129384226224185,1.2828847131119245
1610612756,Phoenix Suns,11,6,5,0.545,528.0,429,900,0.477,78,206,0.379,209,268,0.78,101,343,444,257,152.0,70,57,58,216,248,1145,55.0,6,5,11,5,7,5,5,2,6,7,2,7,8,4,8,6,6,6,9,7,6,12,9,8,6,2,2006-07,Playoffs,1026.1632,111.58069203806956,0.0656941374627119,1090.0,106.22092080479986,12.376199029550076,5.3597712332697185,25.0447492172785,43.26797141039554,14.812458681036311,5.554672005388617,1.3745574098779882
1610612759,San Antonio Spurs,20,16,4,0.8,960.0,705,1535,0.459,151,393,0.384,352,486,0.724,210,602,812,397,278.0,142,110,92,410,415,1913,79.0,1,1,1,1,2,1,1,3,1,1,1,3,2,13,3,2,2,1,16,2,1,15,14,2,1,1,2006-07,Playoffs,1744.1663999999998,109.67990210108394,0.0920597220517334,1834.0,105.15051774876528,14.44816274410515,4.5293843523186785,22.76158971987994,46.55519106433882,15.938846201830287,6.3067377057601846,1.5532163286889613
1610612761,Toronto Raptors,6,2,4,0.333,288.0,195,441,0.442,32,87,0.368,123,153,0.804,44,183,227,97,88.0,46,24,21,128,128,545,-32.0,10,10,1,10,10,11,11,8,11,12,4,11,11,1,14,10,11,11,6,11,11,5,6,11,11,11,2006-07,Playoffs,530.2272,102.7861264001545,0.0739682057004592,577.0,108.82127510621862,13.201887794515256,-6.035148706064117,18.294044515256854,42.81183613364233,16.59665894167632,4.526361529548088,1.4287528917375105
1610612762,Utah Jazz,17,9,8,0.529,821.0,619,1350,0.459,73,214,0.341,353,471,0.749,221,530,751,377,272.0,125,81,94,419,395,1664,15.0,3,4,15,6,3,3,3,4,7,6,9,2,3,8,2,3,3,2,15,3,2,16,16,3,3,7,2006-07,Playoffs,1543.9104,107.77827521597108,0.0503214028991997,1649.0,106.80671624467324,13.342743205823345,0.9715589712978163,24.41851547861845,48.64271916297733,17.617602679533732,5.246418445008208,1.278236094854405
1610612764,Washington Wizards,4,0,4,0.0,192.0,137,332,0.413,25,82,0.305,67,87,0.77,41,105,146,75,35.0,22,12,14,85,76,366,-35.0,14,14,1,14,14,15,14,15,13,13,16,14,16,6,15,16,15,13,1,15,16,1,1,16,14,12,2006-07,Playoffs,349.70879999999994,104.6585044471286,0.0539053603901122,401.0,114.66683137513267,9.722374730061128,-10.0083269280041,21.446414845723076,41.74902089967425,10.0083269280041,3.4314263753156915,1.300193729338129
1610612737,Atlanta Hawks,7,3,4,0.429,336.0,205,499,0.411,28,87,0.322,172,220,0.782,81,187,268,122,111.0,30,40,40,141,175,610,-84.0,9,9,1,9,9,9,9,14,13,13,12,9,9,5,9,9,9,9,9,13,9,8,8,9,9,16,2007-08,Playoffs,600.7679999999999,101.53669969106213,0.0633245607959502,694.0,115.51880259933954,11.651752423564506,-13.982102908277408,20.307339938212422,44.60956642164696,18.476350271652286,6.658144242036861,1.359343537632939
1610612738,Boston Celtics,26,16,10,0.615,1248.0,873,1953,0.447,157,437,0.359,541,691,0.783,288,752,1040,559,333.0,198,112,129,631,593,2444,136.0,1,1,16,2,1,1,1,6,1,1,4,1,1,4,1,1,1,1,16,1,1,16,16,1,1,1,2007-08,Playoffs,2209.9584,110.59031699420224,0.0451408569889514,2308.0,104.43635500107152,14.027413366695049,6.15396199313073,25.29459378058881,47.05970935923499,15.068156939062744,5.0679687002253075,1.2470220369956568
1610612739,Cleveland Cavaliers,13,7,6,0.538,624.0,404,963,0.42,87,252,0.345,274,380,0.721,153,379,532,262,180.0,78,63,55,287,305,1169,28.0,5,5,11,5,5,7,7,12,5,5,9,4,4,13,5,6,5,5,12,6,6,11,11,5,6,5,2007-08,Playoffs,1110.912,105.2288570111764,0.0818092684862565,1141.0,102.70840534623804,12.69227445558244,2.520451664938357,23.58422629335177,47.88858163382878,16.202903560318006,5.671016246111303,1.4816768310180917
1610612742,Dallas Mavericks,5,1,4,0.2,240.0,158,394,0.401,36,104,0.346,118,150,0.787,72,154,226,97,58.0,20,20,28,103,112,470,-44.0,13,13,1,13,14,15,15,16,10,12,8,12,14,3,12,13,12,11,2,16,14,4,2,14,15,14,2007-08,Playoffs,428.16,109.77204783258595,0.1374768112314714,514.0,120.04857997010464,9.342301943198803,-10.276532137518684,22.6550822122571,52.78400597907324,13.546337817638266,4.671150971599402,1.9042008695599006
1610612743,Denver Nuggets,4,0,4,0.0,192.0,151,354,0.427,18,72,0.25,86,116,0.741,66,129,195,74,58.0,25,19,25,102,90,406,-53.0,16,16,1,16,16,16,16,10,15,15,15,15,15,11,13,16,16,16,2,15,15,1,1,15,16,15,2007-08,Playoffs,381.1584,106.51739539257169,0.0355973909496783,459.0,120.42237557928672,11.543757136140776,-13.904980186715028,19.41450063805494,51.15983276244207,15.216770770367386,4.984804217878971,1.191117863954345
1610612765,Detroit Pistons,17,10,7,0.588,816.0,576,1266,0.455,77,226,0.341,325,405,0.802,180,436,616,349,220.0,125,99,67,396,370,1554,39.0,3,3,13,3,4,4,4,5,6,6,10,3,3,2,3,4,4,3,14,3,3,12,14,3,4,4,2007-08,Playoffs,1424.832,109.065489826169,0.2944735011119725,1515.0,106.32832502358173,15.721151686654988,2.737164802587252,24.494115797511565,43.23316713830121,15.440416835107577,6.948187575798409,3.6346769980268387
