TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON_ID,SEASON_TYPE,POSS,OFF_RATING_CUSTOM,NET_RATING,AST_PER_100,REB_PER_100,TOV_PER_100,BLK_PER_100
1610612744,Golden State Warriors,13,6,7,0.4615384615384615,3120.0,545,1217,0.447822514379622,188,553,0.3399638336347197,192,256,0.75,163,449,612,366,187.0,94,60,0,298,0,1470,-2.0,5,6,13,8,5,5,5,11,4,4,10,7,7,12,4,5,5,5,12,5,6,1,13,1,5,6,2022-23,Playoffs,1299.4944,113.12091841257646,-0.15390601144568225,28.16480009455985,47.095239502378774,14.390212070171291,4.6171803433704675
1610612739,Cleveland Cavaliers,5,1,4,0.2,1200.0,176,392,0.4489795918367347,50,153,0.326797385620915,69,93,0.7419354838709677,46,140,186,110,79.0,34,20,0,102,0,471,-27.0,12,12,1,12,14,15,15,10,15,15,12,15,15,14,14,15,15,14,7,12,14,1,4,1,15,11,2022-23,Playoffs,447.2832,105.30241243131869,-6.036444024725275,24.5929201007326,41.58439217032967,17.66218807234432,4.471440018315018
1610612758,Sacramento Kings,7,3,4,0.4285714285714285,1680.0,287,669,0.4289985052316891,85,278,0.3057553956834532,137,180,0.7611111111111111,98,236,334,154,99.0,54,30,0,158,0,796,-15.0,9,9,1,9,9,9,9,15,9,9,15,9,9,11,9,9,9,9,8,9,9,1,8,1,9,7,2022-23,Playoffs,719.232,110.67360740345258,-2.085557928457021,21.41172806549208,46.43842320697633,13.764682327816338,4.171115856914042
1610612747,Los Angeles Lakers,16,8,8,0.5,3865.0,657,1394,0.4713055954088953,162,484,0.3347107438016529,321,397,0.8085642317380353,145,569,714,399,191.0,109,102,0,279,0,1797,38.0,4,4,14,7,4,4,4,5,5,5,11,4,4,7,5,4,4,4,13,4,2,1,12,1,4,3,2022-23,Playoffs,1550.0928,115.92854311690245,2.451466131576123,25.740394381549287,46.061758366982936,12.321842924501038,6.580251195283276
1610612763,Memphis Grizzlies,6,2,4,0.3333333333333333,1465.0,230,572,0.4020979020979021,72,231,0.3116883116883117,96,115,0.8347826086956521,79,200,279,140,78.0,40,21,0,123,0,628,-45.0,10,10,1,10,10,11,11,16,12,10,14,11,12,2,10,10,10,11,6,11,12,1,7,1,11,15,2022-23,Playoffs,596.736,105.23916773916775,-7.541023166023166,23.46096096096096,46.75434362934363,13.07110682110682,3.5191441441441444
1610612737,Atlanta Hawks,6,2,4,0.3333333333333333,1440.0,264,578,0.4567474048442906,84,224,0.375,83,102,0.8137254901960784,73,190,263,147,77.0,46,29,0,98,0,695,-32.0,10,10,1,10,11,10,10,9,10,11,3,13,14,4,11,11,11,10,5,10,10,1,3,1,10,12,2022-23,Playoffs,601.8048,115.48595159094776,-5.317338778288242,24.426525012761612,43.70187808405649,12.794846435256083,4.81883826782372
1610612760,Oklahoma City Thunder,10,6,4,0.6,2400.0,394,858,0.4592074592074592,121,340,0.3558823529411765,148,185,0.8,87,328,415,231,112.0,78,62,0,177,0,1057,63.0,8,7,2,2,8,8,8,8,8,8,9,8,8,8,8,8,8,8,9,6,6,1,9,1,8,3,2023-24,Playoffs,925.824,114.16856767592976,6.804749066777271,24.950746578183328,44.824934328770915,12.097331674270704,6.696737176828425
1610612747,Los Angeles Lakers,5,1,4,0.2,1200.0,208,423,0.491725768321513,44,147,0.2993197278911564,72,94,0.7659574468085106,37,166,203,122,55.0,30,20,0,83,0,532,-11.0,13,13,2,13,13,13,13,2,14,14,15,14,14,12,14,13,13,12,1,14,11,1,2,1,13,8,2023-24,Playoffs,463.0656,114.88653011581944,-2.375473367056417,26.34615916189844,43.83828122840478,11.877366835282086,4.319042485557121
1610612756,Phoenix Suns,4,0,4,0.0,960.0,141,303,0.4653465346534653,38,104,0.3653846153846153,93,112,0.8303571428571429,29,101,130,79,57.0,30,17,0,93,0,413,-60.0,15,15,2,15,15,15,16,7,15,16,5,13,13,3,15,16,16,15,2,14,15,1,4,1,15,13,2023-24,Playoffs,365.0688,113.12936082185058,-16.435258230777322,21.639756670523475,35.6097261666842,15.613495319238455,4.656656498720241
1610612739,Cleveland Cavaliers,12,5,7,0.4166666666666667,2880.0,449,1001,0.4485514485514486,124,394,0.3147208121827411,155,204,0.7598039215686274,92,373,465,255,146.0,80,55,0,237,0,1177,-67.0,6,8,13,9,6,7,7,11,7,6,13,7,6,13,7,7,7,7,11,5,7,1,12,1,7,15,2023-24,Playoffs,1098.9696,107.10032379421595,-6.0966199610981056,23.203553583283835,42.312362416576406,13.285171855527214,5.004688027767101
1610612740,New Orleans Pelicans,4,0,4,0.0,960.0,134,338,0.3964497041420118,35,131,0.2671755725190839,55,64,0.859375,49,133,182,78,72.0,35,18,0,80,0,358,-63.0,15,15,2,15,15,16,15,16,16,15,16,15,15,1,13,15,14,16,6,11,14,1,1,1,16,14,2023-24,Playoffs,373.5936,95.82605269469283,-16.863243909959916,20.878301983759894,48.71603796210642,19.272278754239903,4.818069688559976
1610612743,Denver Nuggets,12,7,5,0.5833333333333334,2880.0,467,1022,0.4569471624266145,126,379,0.3324538258575198,166,200,0.83,119,391,510,299,144.0,77,51,0,216,0,1226,-25.0,6,5,11,4,6,6,6,9,6,7,11,6,7,4,6,5,6,5,10,7,8,1,10,1,6,10,2023-24,Playoffs,1089.6,112.51835535976508,-2.2944199706314246,27.441262848751833,46.80616740088106,13.215859030837004,4.680616740088106
1610612746,LA Clippers,6,2,4,0.3333333333333333,1440.0,214,493,0.4340770791075051,71,190,0.3736842105263158,103,130,0.7923076923076923,67,185,252,121,81.0,37,19,0,137,0,602,-40.0,10,10,2,10,12,12,12,14,11,11,3,12,11,9,10,11,11,13,7,10,12,1,7,1,12,12,2023-24,Playoffs,541.6320000000001,111.14557485525228,-7.385088030249319,22.33989129150419,46.526054590570716,14.954803261254874,3.5079168143684267
1610612738,Boston Celtics,19,16,3,0.8421052631578947,4585.0,747,1593,0.4689265536723164,275,764,0.3599476439790576,298,367,0.8119891008174387,184,634,818,452,218.0,119,102,0,298,0,2067,153.0,2,1,1,1,2,3,2,4,1,1,6,2,3,7,2,2,2,3,15,2,2,1,13,1,2,1,2023-24,Playoffs,1716.9408,120.38854222580068,8.911198336017176,26.325893123397147,47.642877378183336,12.697001550664996,5.940798890678117
1610612748,Miami Heat,5,1,4,0.2,1200.0,178,406,0.438423645320197,56,170,0.3294117647058823,49,60,0.8166666666666667,28,153,181,106,58.0,23,7,0,84,0,461,-78.0,13,13,2,13,13,14,14,13,13,13,12,16,16,6,16,14,15,14,3,16,16,1,3,1,14,16,2023-24,Playoffs,443.904,103.85128316032296,-17.57136678200692,23.879036908881197,40.77458189158016,13.065888119953865,1.5769175317185697
1610612749,Milwaukee Bucks,6,2,4,0.3333333333333333,1465.0,245,518,0.4729729729729729,67,189,0.3544973544973545,104,127,0.8188976377952756,57,199,256,133,64.0,32,19,0,112,0,661,-17.0,10,10,2,10,10,10,10,3,12,12,10,11,12,5,12,10,10,11,4,13,12,1,5,1,10,9,2023-24,Playoffs,557.6447999999999,118.53423541293672,-3.048535555249507,23.850307579304967,45.90735894963963,11.476839737409907,3.407186797043567
1610612750,Minnesota Timberwolves,16,9,7,0.5625,3840.0,620,1326,0.4675716440422323,187,521,0.3589251439539347,293,378,0.7751322751322751,170,509,679,383,195.0,116,73,0,333,0,1720,67.0,4,3,13,5,4,4,4,6,4,4,8,3,2,10,5,4,4,4,13,3,4,1,14,1,4,2,2023-24,Playoffs,1456.6272,118.081002469266,4.599666956651641,26.293618573098183,46.6145352771114,13.387090396224924,5.011577430381639
1610612752,New York Knicks,13,7,6,0.5384615384615384,3145.0,517,1142,0.4527145359019264,155,413,0.3753026634382566,240,317,0.7570977917981072,175,382,557,293,146.0,74,70,0,232,0,1429,-27.0,5,5,12,6,5,5,5,10,5,5,2,4,4,14,3,6,5,6,11,8,5,1,11,1,5,11,2023-24,Playoffs,1202.3808,118.84753981434169,-2.245544839039346,24.368319919945495,46.32475834610799,12.142575796286835,5.821782916027934
1610612753,Orlando Magic,7,3,4,0.4285714285714285,1680.0,247,588,0.4200680272108844,72,233,0.3090128755364807,136,176,0.7727272727272727,84,231,315,135,101.0,56,36,0,151,0,702,31.0,9,9,2,8,9,9,9,15,10,9,14,9,9,11,9,9,9,10,8,9,10,1,8,1,9,5,2023-24,Playoffs,655.1424000000001,107.15227712326356,4.731795713420471,20.60620713908915,48.08114999120801,15.416495711466697,5.494988570423772
1610612754,Indiana Pacers,17,8,9,0.4705882352941176,4130.0,761,1502,0.5066577896138482,208,559,0.3720930232558139,206,276,0.7463768115942029,175,528,703,508,204.0,93,82,0,348,0,1936,18.0,3,4,15,7,3,2,3,1,3,3,4,5,5,15,3,3,3,1,14,4,3,1,15,1,3,6,2023-24,Playoffs,1586.3424,122.0417483640354,1.1346856769383458,32.023351326926644,44.315779493758725,12.859771005301251,5.169123639385797
1610612755,Philadelphia 76ers,6,2,4,0.3333333333333333,1465.0,222,500,0.444,81,214,0.3785046728971962,124,148,0.8378378378378378,64,183,247,138,71.0,33,38,0,129,0,649,-1.0,10,10,2,10,10,11,11,12,9,10,1,10,10,2,11,12,12,9,5,12,9,1,6,1,11,7,2023-24,Playoffs,549.2352,118.16431284812046,-0.18207136032067867,25.125847724253653,44.971625999207625,12.927066582768184,6.918711692185789
1610612742,Dallas Mavericks,22,13,9,0.5909090909090909,5280.0,855,1827,0.4679802955665024,262,728,0.3598901098901099,359,499,0.7194388777555111,239,709,948,465,276.0,138,116,0,417,0,2331,57.0,1,2,15,3,1,1,1,5,2,2,7,1,1,16,1,1,1,2,16,1,1,1,16,1,1,4,2023-24,Playoffs,2000.2176,116.53732073950354,2.849689953733034,23.24747067519054,47.394843441033615,13.7984987233389,5.799369028649683
1610612760,Oklahoma City Thunder,23,16,7,0.6956521739130435,5545.0,943,2066,0.4564375605033882,272,805,0.337888198757764,480,599,0.8013355592654424,263,739,1002,528,284.0,247,130,0,494,0,2638,192.0,1,1,12,1,2,1,1,5,2,1,13,1,1,4,1,2,1,2,15,1,1,1,15,1,1,1,2024-25,Playoffs,2256.5376,116.90476595648131,8.50861071404261,23.39867946361718,44.40431216390988,12.585653347854695,5.761038504299684
1610612754,Indiana Pacers,23,15,8,0.6521739130434783,5570.0,938,1940,0.4835051546391752,303,776,0.3904639175257732,445,567,0.7848324514991182,186,748,934,608,330.0,185,130,0,535,0,2624,47.0,1,2,15,2,1,2,2,2,1,2,1,2,2,7,3,1,2,1,16,2,1,1,16,1,2,4,2024-25,Playoffs,2240.1408,117.13549434035576,2.09808240624875,27.141151127643404,41.69380781779431,14.731216894938031,5.803206655581649
1610612753,Orlando Magic,5,1,4,0.2,1200.0,178,422,0.4218009478672986,41,156,0.2628205128205128,71,103,0.6893203883495146,57,142,199,93,58.0,32,19,0,107,0,468,-64.0,12,12,1,12,13,13,13,15,16,15,16,15,14,16,12,14,13,14,1,12,14,1,5,1,14,13,2024-25,Playoffs,449.58720000000005,104.09549026306796,-14.23528071973579,20.68564229586607,44.26282598792848,12.900723152260559,4.226098963671563
1610612752,New York Knicks,18,10,8,0.5555555555555556,4370.0,709,1557,0.4553628773281952,199,570,0.3491228070175438,355,467,0.7601713062098501,212,555,767,357,248.0,142,84,0,377,0,1972,0.0,3,3,15,4,3,3,3,6,3,3,10,3,3,11,2,3,3,4,14,3,3,1,14,1,3,7,2024-25,Playoffs,1726.5408,114.21682012959091,0.0,20.677182954494906,44.42408774817253,14.363981436175733,4.865219518704684
1610612750,Minnesota Timberwolves,15,9,6,0.6,3600.0,592,1282,0.4617784711388455,199,556,0.3579136690647482,253,328,0.7713414634146342,176,457,633,363,235.0,109,71,0,312,0,1636,40.0,4,4,11,3,4,4,4,4,3,4,7,4,5,8,4,5,5,3,13,4,4,1,13,1,4,5,2024-25,Playoffs,1425.9072,114.73397427265954,2.8052316448083014,25.457477176635336,44.39279077909137,16.480735913248772,4.979286169534735
1610612749,Milwaukee Bucks,5,1,4,0.2,1225.0,199,439,0.4533029612756264,72,190,0.3789473684210526,81,112,0.7232142857142857,52,166,218,119,65.0,30,18,0,98,0,551,-38.0,12,12,1,12,12,12,12,7,11,12,2,13,12,12,13,12,12,12,3,13,15,1,3,1,12,12,2024-25,Playoffs,481.2288,114.49855037769976,-7.8964517501861895,24.728362059793596,45.30069688264709,13.507088520055326,3.74042451324609
1610612748,Miami Heat,4,0,4,0.0,960.0,145,326,0.4447852760736196,55,159,0.3459119496855345,37,53,0.6981132075471698,40,109,149,85,64.0,18,12,0,69,0,382,-122.0,15,15,1,15,15,15,16,11,14,14,12,16,16,15,16,16,16,15,2,16,16,1,1,1,16,16,2024-25,Playoffs,358.3872,106.58862816529162,-34.04139433551198,23.717364905889497,41.575145540912175,17.857780635022678,3.3483338690667526
1610612744,Golden State Warriors,12,5,7,0.4166666666666667,2880.0,442,1026,0.4307992202729044,164,465,0.3526881720430107,189,246,0.7682926829268293,145,339,484,279,173.0,107,47,0,254,0,1237,-36.0,6,7,12,10,6,6,6,14,6,6,8,8,8,9,6,7,6,6,11,5,8,1,11,1,6,11,2024-25,Playoffs,1115.7504,110.86708998715127,-3.226528083700441,25.005592648678416,43.37887756975037,15.505259957782675,4.212411664831131
1610612746,LA Clippers,7,3,4,0.4285714285714285,1705.0,288,592,0.4864864864864865,84,231,0.3636363636363636,98,137,0.7153284671532847,70,206,276,182,84.0,56,50,0,135,0,758,4.0,9,9,1,8,9,9,9,1,9,9,4,11,11,13,10,10,10,9,6,9,7,1,7,1,9,6,2024-25,Playoffs,639.6288,118.506233615497,0.6253627103720157,28.45400332192672,43.15002701566909,13.132616917812332,7.817033879650198
1610612745,Houston Rockets,7,3,4,0.4285714285714285,1680.0,257,576,0.4461805555555556,74,198,0.3737373737373737,140,200,0.7,94,234,328,137,95.0,55,36,0,124,0,728,0.0,9,9,1,8,10,10,10,9,10,10,3,9,9,14,9,9,9,10,7,10,10,1,6,1,10,7,2024-25,Playoffs,638.4,114.03508771929825,0.0,21.459899749373434,51.37844611528822,14.880952380952381,5.639097744360902
1610612743,Denver Nuggets,14,7,7,0.5,3410.0,540,1211,0.4459124690338563,166,479,0.3465553235908142,252,330,0.7636363636363637,172,478,650,317,221.0,106,59,0,279,0,1498,-68.0,5,5,12,7,5,5,5,10,5,5,11,5,4,10,5,4,4,5,12,6,5,1,12,1,5,14,2024-25,Playoffs,1348.992,111.04587721795237,-5.040800834993832,23.49902742195654,48.18412562861752,16.382602713729955,4.37363601859759
1610612739,Cleveland Cavaliers,9,5,4,0.5555555555555556,2160.0,368,790,0.4658227848101265,134,369,0.3631436314363143,205,251,0.8167330677290837,111,291,402,206,109.0,80,32,0,167,0,1075,105.0,8,7,1,4,8,8,8,3,8,8,5,6,6,3,8,8,8,8,9,7,11,1,9,1,8,2,2024-25,Playoffs,862.5024,124.63733434248996,12.173879168336228,23.883991511212027,46.608565958772985,12.637645993796657,3.7101346036834215
1610612738,Boston Celtics,11,6,5,0.5454545454545454,2665.0,404,913,0.4424972617743702,156,433,0.3602771362586605,199,249,0.7991967871485943,119,355,474,220,145.0,74,59,0,215,0,1163,61.0,7,6,10,6,7,7,7,12,7,7,6,7,7,5,7,6,7,7,10,8,5,1,10,1,7,3,2024-25,Playoffs,1006.6176,115.5354327204293,6.0598980188703235,21.85536990412248,47.08838788433661,14.404675618626179,5.861212837923755
1610612763,Memphis Grizzlies,4,0,4,0.0,960.0,144,347,0.414985590778098,42,138,0.3043478260869565,72,82,0.8780487804878049,41,136,177,82,77.0,23,26,0,83,0,402,-78.0,15,15,1,15,15,16,15,16,15,16,15,14,15,1,15,15,15,16,5,15,12,1,2,1,15,15,2024-25,Playoffs,402.3168,99.9212560847571,-19.387706404505106,20.381947758582292,43.995179917915436,19.13914606598581,6.4625688015017015
1610612747,Los Angeles Lakers,5,1,4,0.2,1200.0,173,394,0.4390862944162436,68,194,0.3505154639175257,88,106,0.8301886792452831,48,147,195,106,73.0,25,25,0,105,0,502,-35.0,12,12,1,12,13,14,14,13,12,11,9,12,13,2,14,13,14,13,4,14,13,1,4,1,13,10,2024-25,Playoffs,447.0144,112.30063282077715,-7.829725395870915,23.71288262749477,43.622755776995106,16.33057011138791,5.592660997050654
1610612765,Detroit Pistons,6,2,4,0.3333333333333333,1440.0,223,496,0.4495967741935484,61,188,0.324468085106383,133,167,0.7964071856287425,66,197,263,120,99.0,43,38,0,137,0,640,-8.0,11,11,1,11,11,11,11,8,13,13,14,10,10,6,11,11,11,11,8,11,9,1,8,1,11,9,2024-25,Playoffs,578.3808,110.6537423095649,-1.3831717788695612,20.74757668304342,45.471772230336825,17.116750763510822,6.570065949630416
